idalumno|codigoCurso|serie|p1_1|p1_2|p2|p3|p4|p5|p6|p7|p8_1|p8_2|p8_3|p8_4|p8_5|p8_6|p8_7|p8_8|p8_9|p8_10|p9|p10_1|p10_2|p10_3|p11|p12|p13_1|p13_2|p13_3|p13_4|p13_5|p13_6|p13_7|p13_8|p13_9|p13_10|p14_1|p14_2|p14_3|p14_4|p14_5|p14_6|p14_7|p14_8|p15_1|p15_2|p15_3|p15_4|p15_5|p15_6|p15_7|p15_8|p16_1|p16_2|p16_3|p16_4|p16_5|p17|p18_1|p18_2|p18_3|p18_4|p18_5|p18_6|p18_7|p18_8|p18_9|p18_10|p18_11|p18_12|p18_13|p18_14|p18_15|p18_16|p18_17|p19_1|p19_2|p19_3|p19_4|p19_5|p19_6|p19_7|p20_1|p20_2|p20_3|p20_4|p20_5|p21_1|p21_2|p21_3|p21_4|p21_5|p21_6|p21_7|p21_8|p21_9|p21_10|p21_11|p21_12|p21_13|p22_1|p22_2|p22_3|p22_4|p22_5|p22_6|p23_1|p23_2|p23_3|p23_4|p23_5|p24_1|p24_2|p24_3|p24_4|p24_5|p24_6|p24_7|p25_1|p25_2|p25_3|p25_4|p25_5|p26_1|p26_2|p26_3|p26_4|p27_1|p27_2|p27_3|p27_4|p27_5|p27_6|p27_7|p27_8|p27_9|p28_1|p28_2|p28_3|p28_4
1135|525|8019539|6|1977|2|3|1|1|1|0|0|0|1|0|0|0|0|0|0|0|2|2|1|3|1|1|2|1|1|1|2|1|2|1|1|1|1|2|1|2|2|1|1|1|1|1|1|2|3|1|1|1|4|2|2|2|4|3|3|2|4|1|1|1|3|4|3|3|4|4|4|4|4|4|4|2|2|3|3|2|2|3|99|4|4|4|4|1|1|1|1|2|2|2|3|2|2|4|3|4|2|4|4|4|4|1|3|3|3|3|3|4|4|2|1|4|1|4|3|2|4|2|3|1|1|1|0|2|2|2|2|2|2|2|2|2|2|2|3|2
1136|525|8019540|7|1969|2|3|4|1|1|1|0|0|0|1|0|0|0|0|0|0|1|2|2|4|2|1|3|3|3|3|3|3|3|3|3|3|1|3|3|3|3|3|3|3|3|3|3|3|3|3|3|1|3|2|4|4|4|4|4|2|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|1|4|1|4|1|1|4|4|4|4|4|3|2|3|2|2|1|1|1|2|2|1|2|3|4|4|4|4|4|4|4|4|4|4|4|4|4|1|2|4|1|4|2|2|2|4|4|1|2|1|4|2|2|2|2|2|2|2|2|2|3|4|2|1
1137|525|8019541|10|1963|2|2|1|1|1|1|0|2|1|0|0|0|0|0|0|0|1|2|1|4|1|2|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|1|1|1|2|1|1|2|4|4|2|3|2|3|3|1|3|3|3|3|3|2|1|3|2|3|4|4|3|3|2|3|1|3|3|3|1|3|3|3|4|2|3|1|2|2|1|3|2|2|1|4|3|3|3|2|2|3|4|3|3|2|4|4|3|4|4|4|4|1|2|4|2|1|2|1|1|1|3|1|4|1|3|1|2|2|2|2|2|2|2|2|2|3|4|2
1139|525|8019543|9|1972|2|2|1|1|1|1|0|99|0|0|0|0|0|0|0|0|1|4|2|4|3|1|1|1|1|1|1|1|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|4|4|1|1|4|3|3|2|4|3|3|3|2|2|3|4|3|3|4|3|3|3|3|3|2|4|2|4|1|1|3|3|4|3|3|4|4|4|2|4|2|4|4|2|4|3|2|4|4|4|4|4|4|1|4|4|4|4|4|4|3|1|1|4|1|1|4|3|3|4|4|0|1|2|3|2|2|2|2|2|2|2|2|2|4|1|1|1
1140|525|8019544|1|1968|2|3|1|1|1|0|0|0|0|1|0|0|0|0|0|0|1|1|2|3|1|1|1|1|2|1|1|1|1|1|1|1|1|1|1|1|2|1|1|1|1|1|1|1|1|1|1|1|3|4|1|2|3|1|3|99|3|2|3|2|2|3|2|2|2|1|3|4|3|4|3|1|1|2|2|2|3|4|2|3|4|4|4|2|3|3|2|2|3|2|2|3|3|3|3|4|3|4|4|3|3|3|3|4|4|4|4|3|4|2|4|4|3|4|3|4|3|4|3|0|4|4|4|2|2|2|1|2|2|1|2|2|3|3|4|4
1141|525|8019545|6|1982|2|1|3|1|0|0|0|0|1|0|2|0|0|0|0|0|1|2|1|4|0|2|1|1|1|1|1|1|1|1|1|1|3|1|1|1|1|1|1|1|1|1|1|1|1|1|1|3|1|1|1|4|4|1|1|2|1|1|2|1|0|1|1|2|1|2|4|4|4|4|1|2|3|3|3|3|3|3|3|2|4|2|2|1|1|1|1|1|1|1|1|1|1|1|1|1|4|4|4|4|4|4|4|4|4|2|4|4|4|4|2|4|2|2|4|2|2|2|2|2|2|1|4|2|2|2|2|2|2|2|2|2|3|2|1|2
1142|525|8019546|11|1971|2|4|1|1|1|0|0|1|0|0|0|0|0|0|0|0|2|2|1|2|2|1|2|1|1|2|1|1|1|1|1|1|1|2|1|1|2|1|1|1|2|1|1|1|1|1|1|1|4|4|1|1|1|3|2|2|2|2|3|2|3|2|3|3|3|3|3|3|3|4|4|3|2|4|3|2|2|2|3|3|3|2|3|2|2|2|2|2|2|2|2|3|3|2|2|2|4|4|4|4|4|2|3|3|4|3|4|3|3|2|3|3|2|2|2|2|2|3|2|1|1|1|1|2|2|2|2|2|2|2|2|2|4|2|2|2
1143|525|8019547|8|1979|1|2|3|1|1|1|0|0|2|1|0|0|0|0|0|0|2|0|0|4|2|2|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|99|1|2|1|3|3|2|3|4|3|2|2|3|2|3|2|2|3|3|3|3|3|3|3|3|3|3|3|3|3|2|3|2|2|3|2|4|3|4|3|2|2|3|1|2|3|4|2|4|4|4|4|3|4|4|3|4|3|3|3|4|3|3|4|4|2|2|4|1|2|2|2|2|3|4|1|1|1|4|2|2|2|2|2|2|2|2|2|4|3|4|2
1144|525|8019548|10|1977|2|3|1|1|1|0|0|1|0|0|0|0|0|0|0|0|1|3|1|2|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|4|0|0|1|1|1|1|3|1|1|0|1|4|4|3|0|0|0|1|0|1|4|0|0|0|0|0|4|4|1|0|4|1|0|0|0|0|0|0|0|0|0|0|1|2|2|1|2|2|2|1|2|0|0|1|1
1146|525|8019550|1|1984|2|3|1|1|1|1|0|0|0|2|0|1|0|0|0|0|1|2|1|3|1|2|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|2|1|1|1|1|1|1|1|1|4|1|2|3|4|3|3|2|4|3|3|2|2|3|3|3|3|4|4|4|3|4|4|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|3|3|2|3|2|3|3|3|4|4|4|4|4|2|2|4|1|1|2|2|2|2|2|4|2|1|1|2|2|2|2|2|2|2|2|2|4|2|2|1
1147|525|8019551|0|0|0|0|0|0|0|0|0|2|0|0|1|0|0|0|0|0|1|2|1|4|3|1|2|1|1|1|1|1|1|1|1|1|3|2|1|2|1|1|1|1|1|1|1|2|3|2|1|3|4|3|2|3|3|3|4|2|4|4|4|2|3|3|3|3|3|3|4|4|4|4|4|3|2|4|2|2|1|2|3|3|4|4|4|2|2|2|1|2|2|2|2|2|3|2|3|2|3|3|3|3|3|2|3|3|3|3|3|3|3|2|2|4|2|2|2|2|2|2|1|1|2|2|4|2|2|2|2|2|2|1|2|2|3|3|2|2
1148|525|8019552|7|1976|2|1|1|1|1|1|0|0|2|0|0|0|0|0|0|0|1|4|99|4|1|2|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|4|4|1|2|4|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|0|1|3|3|3|3|3|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|2|2|2|2|2|2|2|2|2|1|1|1|1
1149|525|8019553|3|0|1|2|1|1|1|1|0|0|0|0|0|0|0|1|0|0|1|0|0|4|3|2|0|0|0|0|0|0|0|0|0|0|0|2|0|0|0|0|0|0|0|0|0|0|0|1|0|0|4|4|1|4|4|3|4|1|3|1|1|2|1|1|4|4|4|4|4|4|4|4|4|1|4|4|4|4|99|0|3|3|3|3|3|2|3|3|2|99|0|4|4|1|3|3|3|3|1|3|3|3|3|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|2|0|4|4|4|1|1|1|2|2|2|2|2|2|4|4|4|4
1151|526|8019558|5|1968|2|3|3|1|1|1|0|99|1|0|0|0|0|0|0|0|2|2|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|2|3|1|1|1|1|3|1|4|2|4|1|3|3|3|3|3|3|2|3|3|3|3|3|1|4|1|3|1|0|4|4|4|4|4|1|1|3|1|1|1|3|1|1|2|2|2|1|1|4|4|1|4|4|4|4|4|4|4|4|4|1|1|4|1|1|2|1|2|1|1|1|4|1|4|2|2|2|2|2|2|2|2|2|4|1|2|1
1152|526|8019559|10|1967|2|3|1|1|1|0|0|0|0|1|0|0|0|0|0|0|1|2|4|4|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|4|4|1|1|4|1|3|1|1|1|3|1|1|1|4|4|4|4|4|4|4|4|3|3|3|3|3|3|2|3|4|4|0|0|4|1|2|2|1|2|2|3|4|3|4|4|4|4|4|4|4|3|4|4|3|3|3|3|4|4|4|2|4|4|1|1|4|4|4|4|2|1|1|1|4|2|1|2|2|2|2|2|2|2|4|3|4|4
1153|526|8019560|999|1977|2|2|1|1|1|0|0|2|1|0|0|0|0|0|0|0|2|2|2|4|1|2|1|1|1|1|1|1|1|1|1|1|1|1|3|2|1|1|1|1|1|1|1|1|1|1|1|1|4|1|2|1|1|1|1|1|2|1|1|1|1|1|1|1|1|1|3|99|1|99|99|1|1|1|1|1|1|1|3|3|4|3|4|1|2|1|1|2|1|3|3|1|3|4|4|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
1154|526|8019561|6|1950|2|1|1|1|1|1|2|1|0|0|0|0|0|0|0|0|2|1|1|1|2|1|1|1|1|1|1|1|1|1|1|1|2|1|1|2|1|1|1|1|1|1|1|2|2|1|2|1|3|4|2|1|1|3|2|2|3|2|2|2|2|4|4|4|3|3|4|4|3|4|4|3|3|3|2|3|2|2|3|3|3|4|3|2|1|2|2|2|2|3|4|0|2|2|2|3|3|4|4|4|4|3|4|4|4|3|3|4|4|1|4|4|2|3|3|2|3|2|3|4|4|3|3|2|2|2|2|2|2|2|2|2|2|3|3|2
1156|526|8019563|999|1971|2|2|1|1|0|0|2|1|0|0|0|0|0|0|0|0|2|2|1|1|1|2|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|4|3|0|1|1|1|1|1|3|1|3|1|2|3|3|3|3|3|3|3|3|4|3|3|1|3|1|1|1|1|3|1|3|3|3|1|1|1|1|1|1|1|1|1|3|3|3|1|3|3|3|3|3|3|3|3|3|3|3|4|4|1|2|4|2|1|3|1|1|1|4|1|1|1|4|2|2|2|2|2|2|1|2|2|3|2|1|1
1157|526|8019564|5|1983|2|3|4|1|1|1|0|0|1|0|0|0|0|0|0|0|1|2|0|2|1|2|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|3|1|1|1|1|1|1|1|4|3|2|1|4|1|1|1|1|2|1|1|2|2|1|2|4|1|3|4|3|3|3|3|2|3|1|2|1|2|3|3|4|3|3|2|1|2|1|4|2|3|2|3|4|4|3|4|3|4|4|4|3|2|3|4|3|3|3|3|4|3|3|4|2|4|3|2|2|3|3|4|4|4|4|2|2|2|2|2|2|1|2|2|3|3|2|2
1158|526|8019565|10|1995|2|3|4|1|1|1|0|0|0|0|1|0|0|0|0|0|1|3|2|4|1|1|1|2|1|1|1|1|2|1|1|1|2|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|3|4|2|2|4|1|3|1|3|2|2|2|4|3|2|2|3|3|4|4|4|4|3|2|3|4|1|1|1|1|3|4|4|3|3|1|1|1|1|1|1|2|2|1|1|1|1|1|3|4|4|4|4|4|4|4|4|4|4|4|4|1|1|4|1|1|2|2|3|3|4|1|1|1|4|2|2|2|2|2|2|2|2|2|2|2|4|1
1159|526|8019566|11|1983|2|3|1|1|0|0|0|0|0|0|1|0|0|0|0|0|2|0|0|2|1|2|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|2|2|1|0|2|3|1|0|3|2|2|2|3|2|3|3|3|3|3|3|3|3|3|1|1|3|2|3|2|2|3|2|3|3|3|2|1|2|1|1|1|1|2|2|2|2|2|1|3|3|2|3|3|3|3|3|3|2|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
1160|526|8019567|0|0|2|3|1|1|0|0|0|1|0|0|0|0|0|0|0|0|2|4|3|4|2|2|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|2|99|1|99|1|1|1|1|2|99|0|1|4|1|1|1|3|99|99|3|4|2|3|1|2|4|4|1|1|3|1|1|0|1|1|1|1|1|1|1|1|1|1|3|4|3|1|3|2|4|4|2|4|4|4|4|4|4|4|4|4|4|4|4|4|2|99|99|99|99|99|4|4|4|4|1|1|1|1|1|1|1|1|1|4|4|4|4
1161|526|8019568|9|1981|2|3|1|1|1|1|0|0|1|0|0|0|0|0|0|0|1|2|0|3|1|2|1|1|1|1|1|1|1|1|1|1|1|2|1|1|1|1|1|1|1|1|1|2|2|1|1|1|2|4|1|1|4|1|3|1|3|1|3|1|1|3|1|3|3|3|3|3|3|3|3|3|3|3|1|3|1|3|3|3|0|3|3|1|1|1|1|3|2|3|2|3|4|2|3|3|2|3|3|2|2|2|3|3|3|2|3|3|3|2|3|3|2|2|3|2|0|3|3|2|3|3|3|2|2|2|2|2|2|2|2|2|3|3|2|2
1162|526|8019569|6|1965|2|1|1|1|1|1|0|99|0|0|0|0|0|0|0|0|2|2|1|1|1|1|1|1|1|1|1|1|1|1|1|1|2|2|1|1|2|1|1|1|1|1|1|3|2|1|1|1|4|4|3|2|2|3|4|2|4|3|4|1|3|4|3|4|4|4|4|4|4|4|4|3|3|4|2|3|1|4|4|4|4|4|3|1|2|1|1|2|3|2|3|1|4|3|4|1|1|4|4|3|4|4|3|3|3|2|4|4|4|1|4|4|1|1|2|3|2|3|4|4|4|2|4|2|1|2|2|2|2|2|2|2|2|3|99|1
1164|526|8019571|999|1077|1|5|3|1|1|0|0|1|0|0|0|0|0|0|0|0|2|1|1|4|1|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|4|4|3|0|4|3|4|2|4|2|4|2|2|3|3|3|3|4|3|3|3|4|3|3|2|3|3|3|2|2|3|3|3|3|3|2|2|2|2|2|2|3|3|3|3|3|3|3|4|4|4|3|4|1|3|3|3|3|3|3|3|1|2|4|2|1|2|2|2|1|2|2|2|1|2|2|2|2|2|2|2|2|2|2|2|2|3|3
1165|526|8019572|2|1981|2|1|1|1|1|1|0|0|0|99|0|0|0|0|0|0|0|2|0|4|2|2|1|1|1|1|1|1|1|1|1|1|1|2|1|1|1|1|1|1|1|1|1|1|1|1|1|1|4|4|3|0|3|1|1|1|3|1|1|1|1|1|1|1|1|1|4|4|4|4|3|2|2|3|3|2|2|2|3|3|3|3|3|1|1|1|1|2|2|2|1|1|2|2|2|1|2|2|2|2|2|2|3|3|3|3|3|3|3|3|3|3|2|3|2|2|2|2|1|1|1|1|4|2|2|2|2|2|2|2|2|2|2|4|4|2
1166|526|8019573|4|1964|2|5|3|1|1|1|0|0|0|0|1|0|0|0|0|0|1|2|1|2|1|1|1|1|1|1|1|1|1|1|1|1|2|1|1|1|1|1|2|2|1|1|1|3|1|1|1|3|4|1|1|4|4|1|4|1|4|4|4|1|1|3|3|4|4|4|4|4|4|4|3|4|1|4|4|4|1|4|4|4|4|4|3|2|2|2|1|2|2|2|2|99|4|4|4|4|3|3|4|4|4|3|4|4|4|4|4|4|4|1|4|4|4|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
1167|526|8019574|2|2017|2|1|3|1|0|0|0|0|99|0|0|0|0|0|0|0|1|2|0|0|1|1|2|2|1|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|2|0|1|0|0|0|0|0|0|0|0|0|3|0|0|0|0|3|4|4|4|4|4|4|1|1|4|1|3|1|1|1|1|1|1|1|1|1|0|0|0|0|0|0|0|0|0|4|0|0|0
1170|529|8019664|3|1986|2|1|1|1|1|1|0|0|2|0|0|0|1|0|0|0|1|2|0|4|2|2|3|2|2|1|2|1|1|1|1|1|3|3|1|1|1|1|3|3|2|1|1|2|2|1|1|3|3|3|2|3|4|3|3|4|3|3|3|3|3|4|4|4|3|3|4|4|4|4|4|3|2|3|2|3|2|2|3|3|3|3|3|2|2|2|2|3|2|3|3|3|3|3|3|3|3|4|4|3|3|2|4|4|4|4|4|4|4|1|2|4|2|3|2|2|2|3|3|2|2|2|4|2|2|2|2|2|2|2|2|2|3|3|2|2
1171|529|8019665|1|1982|2|2|1|1|1|1|0|0|2|1|0|0|0|0|0|0|0|1|2|3|1|2|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|4|4|3|2|2|3|3|1|3|2|2|1|1|1|1|3|3|3|3|3|3|3|2|3|3|3|2|3|2|2|3|3|3|3|3|1|1|1|1|1|1|1|1|1|1|1|1|1|3|3|2|2|2|3|3|3|3|3|3|3|3|2|2|3|2|1|2|3|2|2|4|1|1|1|2|2|2|2|2|2|2|2|2|2|3|2|2|2
1174|529|8019668|1|1942|2|1|1|1|1|1|0|0|1|2|0|0|0|0|0|0|1|1|1|4|2|2|1|1|1|1|3|1|1|1|1|3|1|1|3|3|1|1|1|3|1|0|1|0|1|1|1|1|4|4|4|4|2|1|1|1|3|1|3|1|3|3|2|2|2|2|3|3|4|4|2|1|1|1|1|1|1|1|1|1|3|3|3|1|2|1|1|3|2|3|3|3|3|1|3|1|3|3|3|3|2|2|4|4|4|1|3|3|3|1|1|3|1|4|1|1|1|1|3|1|1|1|4|2|2|2|2|2|2|2|2|2|4|2|2|1
1175|529|8019669|7|1984|2|1|4|1|1|1|0|2|1|0|0|0|0|0|0|0|2|2|2|4|3|1|3|1|1|1|1|1|1|1|1|1|3|1|1|1|1|1|1|1|1|1|1|1|2|1|1|1|4|4|1|4|4|3|3|2|3|3|3|2|2|2|2|2|3|3|4|4|4|4|4|3|2|3|3|3|2|3|3|3|2|2|2|1|1|1|1|1|1|1|1|1|1|1|1|1|3|3|3|3|3|3|4|3|3|3|3|3|3|1|2|4|1|3|3|2|2|2|3|3|1|1|4|2|2|2|2|2|2|2|2|2|2|3|3|1
1176|529|8019670|9|1466|2|4|1|1|1|0|0|0|0|0|0|0|0|0|0|0|2|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|4|4|2|1|1|1|2|1|3|2|3|1|1|3|3|3|3|4|4|4|4|4|3|3|2|3|2|2|1|2|3|3|3|3|3|2|3|2|1|2|1|3|3|3|3|3|3|1|3|3|3|3|3|2|3|3|3|3|3|4|4|2|2|3|2|2|3|2|2|2|3|2|2|2|2|2|2|2|2|2|2|2|2|2|3|2|2|2
1178|529|8019672|2|1979|2|7|1|1|1|0|0|0|0|0|1|0|0|0|0|0|1|3|2|4|3|2|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|4|4|3|4|4|1|2|1|4|2|4|1|1|2|3|3|4|4|4|3|3|3|3|0|0|0|0|0|0|0|3|3|3|3|3|1|2|1|1|3|2|3|3|1|3|3|3|3|3|3|3|3|3|1|3|3|3|3|3|3|3|1|1|3|1|1|2|2|2|2|3|1|1|1|0|2|2|2|2|2|2|2|2|2|2|2|2|1
1179|529|8019673|5|1997|2|1|9|2|1|1|0|0|99|0|0|0|0|0|0|0|2|1|1|3|1|2|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|4|1|1|1|4|1|3|1|1|1|1|1|4|4|4|4|4|4|1|3|2|3|2|3|1|2|3|3|3|3|3|1|1|1|1|2|1|1|1|1|2|1|1|2|1|3|1|1|1|1|4|4|4|3|3|4|4|2|2|4|2|1|1|1|1|2|4|2|2|2|4|2|2|2|2|2|2|2|2|2|3|2|2|2
1180|529|8019674|11|1482|2|3|4|1|1|0|0|0|0|0|0|0|0|1|0|0|1|0|2|4|2|2|2|2|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|4|4|2|4|4|3|1|1|2|1|1|1|1|2|1|4|3|4|3|4|4|4|4|1|1|1|1|1|1|1|4|1|3|2|3|1|1|1|1|1|1|1|1|1|2|2|2|2|3|4|3|3|3|1|4|4|4|4|4|4|4|1|1|4|1|4|2|2|2|2|3|2|2|2|3|2|2|2|2|2|2|2|2|2|3|2|2|1
1181|529|8019675|2|1972|1|1|1|1|1|1|0|0|0|2|1|0|0|0|0|0|1|3|0|4|2|1|1|1|1|1|2|1|1|1|1|1|1|2|1|1|1|1|1|1|2|1|1|1|1|1|1|1|4|4|2|2|1|2|4|3|4|3|4|2|3|4|3|3|4|4|4|3|3|3|3|1|1|4|0|1|1|2|0|0|4|3|3|1|1|2|2|2|1|3|1|1|4|2|3|1|3|3|3|3|3|3|4|4|4|4|4|4|4|1|3|4|1|1|2|2|2|2|4|1|1|1|3|2|2|2|2|2|2|2|2|2|4|4|2|1
1182|529|8019676|11|1977|2|6|1|1|1|1|0|0|0|0|99|0|0|0|0|0|1|2|2|4|2|2|1|1|1|1|1|1|1|1|1|1|2|1|1|1|1|1|1|1|1|1|1|1|2|1|1|1|4|2|3|3|2|3|3|1|4|2|3|1|3|3|3|3|3|3|4|4|4|4|4|1|1|3|2|3|1|2|3|2|3|3|3|1|1|1|1|2|2|3|2|1|2|2|3|1|2|4|2|2|4|3|4|4|4|2|3|4|4|1|1|4|1|1|1|1|1|1|4|3|1|1|4|2|2|2|2|2|2|2|2|2|3|2|3|1
1183|529|8019677|2|1983|2|1|3|1|1|0|0|0|1|0|2|0|0|0|0|0|1|3|2|4|2|1|1|1|1|1|1|1|1|1|1|1|2|2|1|1|1|1|1|1|1|1|1|1|2|1|1|2|4|4|1|3|3|3|3|2|3|2|3|1|1|3|3|3|3|3|3|3|3|3|3|2|2|3|2|3|2|2|3|3|4|4|4|2|2|2|2|2|2|3|3|3|3|3|3|2|3|3|3|3|2|3|4|4|4|4|4|4|4|2|2|3|2|1|2|2|2|2|1|2|2|2|3|2|2|2|2|2|2|2|2|2|3|2|3|2
1185|529|8019679|3|2004|1|3|1|2|1|1|0|0|0|0|2|0|1|0|0|0|0|0|0|2|1|2|1|1|1|1|1|1|1|3|1|1|1|1|1|1|1|1|1|1|2|1|1|1|1|1|1|1|4|1|1|1|4|4|3|2|3|2|3|2|2|3|3|3|3|4|4|3|3|3|3|3|3|4|3|3|1|2|4|3|3|3|3|3|3|3|2|3|3|2|1|3|3|2|1|3|3|3|3|3|3|3|3|3|3|3|3|3|3|1|2|4|1|2|3|2|2|3|3|3|3|3|3|2|2|2|2|2|2|2|2|2|3|3|2|1
1187|529|8019681|11|1984|2|1|1|1|0|1|0|0|2|0|1|0|0|0|0|0|1|2|0|3|2|2|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|3|4|1|3|4|3|3|1|3|2|3|1|1|2|1|2|3|2|4|3|3|2|2|2|2|3|2|3|1|1|3|2|3|2|2|2|1|0|1|2|2|2|2|3|3|1|2|2|2|3|3|3|3|3|0|0|0|0|0|3|3|2|2|4|2|3|2|2|2|1|1|2|2|2|2|2|2|2|2|2|2|2|2|2|3|3|4|2
1188|529|8019682|9|1968|2|1|3|1|1|0|0|0|0|2|1|0|0|0|0|0|1|1|2|4|1|2|1|1|1|1|1|1|1|1|1|1|2|2|1|1|2|1|1|1|1|2|1|1|1|1|1|3|4|2|2|2|4|2|4|1|4|4|4|2|3|4|3|3|4|3|4|4|4|4|4|4|2|4|2|3|1|1|4|3|4|4|4|1|2|2|1|3|2|3|3|2|3|3|3|1|1|4|4|3|3|4|4|4|4|2|4|4|3|1|1|4|3|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
1189|529|8019683|5|1969|2|1|5|1|1|1|0|99|0|0|0|0|0|0|0|0|2|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|4|4|0|0|0|1|3|0|3|3|3|0|0|0|0|0|3|3|3|4|3|4|3|3|0|99|2|0|0|3|3|0|3|3|3|1|1|1|99|3|0|2|1|99|3|2|3|1|3|4|3|0|3|2|4|4|4|1|4|2|3|2|1|1|1|3|2|2|2|3|3|1|1|1|4|2|2|2|2|2|2|2|2|2|3|2|3|2
1190|529|8019684|5|1981|2|3|1|1|1|0|0|0|0|1|0|0|0|0|0|0|1|1|1|4|1|2|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|3|3|1|1|3|1|1|2|2|2|1|1|1|3|3|3|3|4|4|4|4|4|2|1|1|1|1|1|0|0|3|3|4|4|4|1|1|1|1|4|4|4|1|1|3|2|3|3|4|4|4|4|4|4|4|4|4|4|4|4|4|1|1|4|1|1|4|2|2|2|2|1|1|4|4|2|2|2|2|2|2|2|2|2|4|4|4|4
1192|529|8019686|9|1981|1|2|1|1|1|1|0|0|2|1|0|0|0|0|0|0|2|2|1|2|1|2|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|2|1|1|1|4|4|1|1|1|1|3|1|3|2|4|1|1|3|1|1|3|4|4|3|4|4|3|3|2|3|3|3|2|2|3|3|4|3|3|2|3|3|1|2|1|3|3|2|3|3|3|2|3|3|3|3|3|2|3|3|3|3|3|3|3|2|2|3|2|2|2|3|3|3|3|2|2|2|3|2|2|2|2|2|2|2|2|2|3|3|2|2
1193|529|8019687|8|1967|2|1|1|1|1|1|0|0|1|0|2|0|0|0|0|0|1|2|0|3|2|2|1|1|1|1|1|1|1|1|1|1|2|2|1|3|1|1|1|2|1|1|1|2|1|1|1|2|3|4|2|1|2|3|0|4|4|3|99|2|3|4|4|3|4|4|4|4|4|4|4|3|3|3|2|0|2|2|3|3|4|3|3|2|99|0|1|2|1|3|3|2|3|2|3|2|4|4|4|4|3|2|4|4|4|4|4|4|4|1|2|4|1|3|2|2|2|2|3|1|1|1|4|2|2|2|2|2|2|2|2|2|4|3|2|2
